# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Dec  9 21:35:53 2021
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN disc_facility:  Discovery Facility
# COLUMN st_spectype:    Spectral Type
# COLUMN st_lum:         Stellar Luminosity [log(Solar)]
# COLUMN sy_bmag:        B (Johnson) Magnitude
# COLUMN sy_vmag:        V (Johnson) Magnitude
#
loc_rowid,pl_name,hostname,default_flag,disc_facility,st_spectype,st_lum,sy_bmag,sy_vmag
15951,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15952,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15953,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15954,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15955,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15956,Kepler-256 d,Kepler-256,0,Kepler,,-0.059,15.9090000,15.1780000
15957,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15958,Kepler-256 d,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15959,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15960,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15961,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15962,Kepler-256 e,Kepler-256,1,Kepler,,,15.9090000,15.1780000
15963,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15964,Kepler-256 e,Kepler-256,0,Kepler,,-0.059,15.9090000,15.1780000
15965,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15966,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15967,Kepler-256 e,Kepler-256,0,Kepler,,-0.059,15.9090000,15.1780000
15968,Kepler-256 e,Kepler-256,0,Kepler,,-0.059,15.9090000,15.1780000
15969,Kepler-256 e,Kepler-256,0,Kepler,,,15.9090000,15.1780000
15970,Kepler-257 b,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15971,Kepler-257 b,Kepler-257,1,Kepler,,,16.8160000,15.6520000
15972,Kepler-257 b,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15973,Kepler-257 b,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15974,Kepler-257 b,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15975,Kepler-257 b,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15976,Kepler-257 b,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15977,Kepler-257 b,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15978,Kepler-257 b,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15979,Kepler-257 b,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15980,Kepler-257 c,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15981,Kepler-257 c,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15982,Kepler-257 c,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15983,Kepler-257 c,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15984,Kepler-257 c,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15985,Kepler-257 c,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15986,Kepler-257 c,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15987,Kepler-257 c,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15988,Kepler-257 c,Kepler-257,1,Kepler,,,16.8160000,15.6520000
15989,Kepler-257 c,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15990,Kepler-257 d,Kepler-257,1,Kepler,,,16.8160000,15.6520000
15991,Kepler-257 d,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15992,Kepler-257 d,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15993,Kepler-257 d,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15994,Kepler-257 d,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15995,Kepler-257 d,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15996,Kepler-257 d,Kepler-257,0,Kepler,,-0.378,16.8160000,15.6520000
15997,Kepler-257 d,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15998,Kepler-257 d,Kepler-257,0,Kepler,,,16.8160000,15.6520000
15999,Kepler-257 d,Kepler-257,0,Kepler,,,16.8160000,15.6520000
16000,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16001,Kepler-258 b,Kepler-258,0,Kepler,,-0.575,16.7370000,15.4900000
16002,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16003,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16004,Kepler-258 b,Kepler-258,1,Kepler,,,16.7370000,15.4900000
16005,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16006,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16007,Kepler-258 b,Kepler-258,0,Kepler,,-0.575,16.7370000,15.4900000
16008,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16009,Kepler-258 b,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16010,Kepler-258 b,Kepler-258,0,Kepler,,-0.575,16.7370000,15.4900000
16011,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16012,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16013,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16014,Kepler-258 c,Kepler-258,0,Kepler,,-0.575,16.7370000,15.4900000
16015,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16016,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16017,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16018,Kepler-258 c,Kepler-258,0,Kepler,,-0.575,16.7370000,15.4900000
16019,Kepler-258 c,Kepler-258,0,Kepler,,,16.7370000,15.4900000
16020,Kepler-258 c,Kepler-258,0,Kepler,,-0.575,16.7370000,15.4900000
16021,Kepler-258 c,Kepler-258,1,Kepler,,,16.7370000,15.4900000
16022,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16023,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16024,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16025,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16026,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16027,Kepler-259 b,Kepler-259,0,Kepler,,-0.153,16.1100000,15.3780000
16028,Kepler-259 b,Kepler-259,0,Kepler,,-0.153,16.1100000,15.3780000
16029,Kepler-259 b,Kepler-259,0,Kepler,,-0.153,16.1100000,15.3780000
16030,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16031,Kepler-259 b,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16032,Kepler-259 b,Kepler-259,1,Kepler,,,16.1100000,15.3780000
16033,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16034,Kepler-259 c,Kepler-259,1,Kepler,,,16.1100000,15.3780000
16035,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16036,Kepler-259 c,Kepler-259,0,Kepler,,-0.153,16.1100000,15.3780000
16037,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16038,Kepler-259 c,Kepler-259,0,Kepler,,-0.153,16.1100000,15.3780000
16039,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16040,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16041,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16042,Kepler-259 c,Kepler-259,0,Kepler,,-0.153,16.1100000,15.3780000
16043,Kepler-259 c,Kepler-259,0,Kepler,,,16.1100000,15.3780000
16044,Kepler-26 b,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16045,Kepler-26 b,Kepler-26,1,Kepler,,,17.2030000,15.8530000
16046,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16047,Kepler-26 b,Kepler-26,0,Kepler,,-1.060,17.2030000,15.8530000
16048,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16049,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16050,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16051,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16052,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16053,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16054,Kepler-26 b,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16055,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16056,Kepler-26 b,Kepler-26,0,Kepler,M0 V,,17.2030000,15.8530000
16057,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16058,Kepler-26 b,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16059,Kepler-26 b,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16060,Kepler-26 c,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16061,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16062,Kepler-26 c,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16063,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16064,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16065,Kepler-26 c,Kepler-26,0,Kepler,M0 V,,17.2030000,15.8530000
16066,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16067,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16068,Kepler-26 c,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16069,Kepler-26 c,Kepler-26,1,Kepler,,,17.2030000,15.8530000
16070,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16071,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16072,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16073,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16074,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16075,Kepler-26 c,Kepler-26,0,Kepler,,-1.060,17.2030000,15.8530000
16076,Kepler-26 c,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16077,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16078,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16079,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16080,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16081,Kepler-26 d,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16082,Kepler-26 d,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16083,Kepler-26 d,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16084,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16085,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16086,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16087,Kepler-26 d,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16088,Kepler-26 d,Kepler-26,1,Kepler,,,17.2030000,15.8530000
16089,Kepler-26 d,Kepler-26,0,Kepler,,-1.060,17.2030000,15.8530000
16090,Kepler-26 d,Kepler-26,0,Kepler,M0 V,,17.2030000,15.8530000
16091,Kepler-26 e,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16092,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16093,Kepler-26 e,Kepler-26,1,Kepler,,,17.2030000,15.8530000
16094,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16095,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16096,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16097,Kepler-26 e,Kepler-26,0,Kepler,,-1.060,17.2030000,15.8530000
16098,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16099,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16100,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16101,Kepler-26 e,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16102,Kepler-26 e,Kepler-26,0,Kepler,,-1.111,17.2030000,15.8530000
16103,Kepler-26 e,Kepler-26,0,Kepler,,,17.2030000,15.8530000
16104,Kepler-260 b,Kepler-260,0,Kepler,,-0.092,14.6520000,14.2530000
16105,Kepler-260 b,Kepler-260,0,Kepler,,-0.092,14.6520000,14.2530000
16106,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16107,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16108,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16109,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16110,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16111,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16112,Kepler-260 b,Kepler-260,1,Kepler,,,14.6520000,14.2530000
16113,Kepler-260 b,Kepler-260,0,Kepler,,-0.092,14.6520000,14.2530000
16114,Kepler-260 b,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16115,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16116,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16117,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16118,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16119,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16120,Kepler-260 c,Kepler-260,0,Kepler,,-0.092,14.6520000,14.2530000
16121,Kepler-260 c,Kepler-260,0,Kepler,,-0.092,14.6520000,14.2530000
16122,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16123,Kepler-260 c,Kepler-260,0,Kepler,,,14.6520000,14.2530000
16124,Kepler-260 c,Kepler-260,0,Kepler,,-0.092,14.6520000,14.2530000
16125,Kepler-260 c,Kepler-260,1,Kepler,,,14.6520000,14.2530000
16126,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16127,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16128,Kepler-261 b,Kepler-261,1,Kepler,,,15.0530000,13.7380000
16129,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16130,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16131,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16132,Kepler-261 b,Kepler-261,0,Kepler,,-0.471,15.0530000,13.7380000
16133,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16134,Kepler-261 b,Kepler-261,0,Kepler,,-0.471,15.0530000,13.7380000
16135,Kepler-261 b,Kepler-261,0,Kepler,,-0.471,15.0530000,13.7380000
16136,Kepler-261 b,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16137,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16138,Kepler-261 c,Kepler-261,0,Kepler,,-0.471,15.0530000,13.7380000
16139,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16140,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16141,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16142,Kepler-261 c,Kepler-261,0,Kepler,,-0.471,15.0530000,13.7380000
16143,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16144,Kepler-261 c,Kepler-261,0,Kepler,,-0.471,15.0530000,13.7380000
16145,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16146,Kepler-261 c,Kepler-261,0,Kepler,,,15.0530000,13.7380000
16147,Kepler-261 c,Kepler-261,1,Kepler,,,15.0530000,13.7380000
16148,Kepler-262 b,Kepler-262,0,Kepler,,-0.140,14.8480000,14.4780000
16149,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16150,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16151,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16152,Kepler-262 b,Kepler-262,0,Kepler,,-0.140,14.8480000,14.4780000
16153,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16154,Kepler-262 b,Kepler-262,0,Kepler,,-0.140,14.8480000,14.4780000
16155,Kepler-262 b,Kepler-262,1,Kepler,,,14.8480000,14.4780000
16156,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16157,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16158,Kepler-262 b,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16159,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16160,Kepler-262 c,Kepler-262,0,Kepler,,-0.140,14.8480000,14.4780000
16161,Kepler-262 c,Kepler-262,0,Kepler,,-0.140,14.8480000,14.4780000
16162,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16163,Kepler-262 c,Kepler-262,1,Kepler,,,14.8480000,14.4780000
16164,Kepler-262 c,Kepler-262,0,Kepler,,-0.140,14.8480000,14.4780000
16165,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16166,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16167,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16168,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16169,Kepler-262 c,Kepler-262,0,Kepler,,,14.8480000,14.4780000
16170,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16171,Kepler-263 b,Kepler-263,0,Kepler,,-0.456,15.8740000,15.4350000
16172,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16173,Kepler-263 b,Kepler-263,1,Kepler,,,15.8740000,15.4350000
16174,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16175,Kepler-263 b,Kepler-263,0,Kepler,,-0.456,15.8740000,15.4350000
16176,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16177,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16178,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16179,Kepler-263 b,Kepler-263,0,Kepler,,-0.456,15.8740000,15.4350000
16180,Kepler-263 b,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16181,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16182,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16183,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16184,Kepler-263 c,Kepler-263,0,Kepler,,-0.456,15.8740000,15.4350000
16185,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16186,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16187,Kepler-263 c,Kepler-263,0,Kepler,,-0.456,15.8740000,15.4350000
16188,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16189,Kepler-263 c,Kepler-263,0,Kepler,,-0.456,15.8740000,15.4350000
16190,Kepler-263 c,Kepler-263,1,Kepler,,,15.8740000,15.4350000
16191,Kepler-263 c,Kepler-263,0,Kepler,,,15.8740000,15.4350000
16192,Kepler-264 b,Kepler-264,0,Kepler,,0.689,13.7690000,13.1500000
16193,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16194,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16195,Kepler-264 b,Kepler-264,1,Kepler,,,13.7690000,13.1500000
16196,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16197,Kepler-264 b,Kepler-264,0,Kepler,,0.689,13.7690000,13.1500000
16198,Kepler-264 b,Kepler-264,0,Kepler,,0.689,13.7690000,13.1500000
16199,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16200,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16201,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16202,Kepler-264 b,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16203,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16204,Kepler-264 c,Kepler-264,0,Kepler,,0.689,13.7690000,13.1500000
16205,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16206,Kepler-264 c,Kepler-264,1,Kepler,,,13.7690000,13.1500000
16207,Kepler-264 c,Kepler-264,0,Kepler,,0.689,13.7690000,13.1500000
16208,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16209,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16210,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16211,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16212,Kepler-264 c,Kepler-264,0,Kepler,,,13.7690000,13.1500000
16213,Kepler-265 b,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16214,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16215,Kepler-265 b,Kepler-265,1,Kepler,,,16.1250000,15.4700000
16216,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16217,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16218,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16219,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16220,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16221,Kepler-265 b,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16222,Kepler-265 b,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16223,Kepler-265 c,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16224,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16225,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16226,Kepler-265 c,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16227,Kepler-265 c,Kepler-265,1,Kepler,,,16.1250000,15.4700000
16228,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16229,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16230,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16231,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16232,Kepler-265 c,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16233,Kepler-265 c,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16234,Kepler-265 d,Kepler-265,1,Kepler,,,16.1250000,15.4700000
16235,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16236,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16237,Kepler-265 d,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16238,Kepler-265 d,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16239,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16240,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16241,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16242,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16243,Kepler-265 d,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16244,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16245,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16246,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16247,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16248,Kepler-265 e,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16249,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16250,Kepler-265 e,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16251,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16252,Kepler-265 e,Kepler-265,1,Kepler,,,16.1250000,15.4700000
16253,Kepler-265 e,Kepler-265,0,Kepler,,0.005,16.1250000,15.4700000
16254,Kepler-265 e,Kepler-265,0,Kepler,,,16.1250000,15.4700000
16255,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16256,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16257,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16258,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16259,Kepler-266 b,Kepler-266,1,Kepler,,,16.6670000,15.7870000
16260,Kepler-266 b,Kepler-266,0,Kepler,,0.012,16.6670000,15.7870000
16261,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16262,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16263,Kepler-266 b,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16264,Kepler-266 b,Kepler-266,0,Kepler,,0.012,16.6670000,15.7870000
16265,Kepler-266 b,Kepler-266,0,Kepler,,0.012,16.6670000,15.7870000
16266,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16267,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16268,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16269,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16270,Kepler-266 c,Kepler-266,0,Kepler,,0.012,16.6670000,15.7870000
16271,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16272,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16273,Kepler-266 c,Kepler-266,0,Kepler,,0.012,16.6670000,15.7870000
16274,Kepler-266 c,Kepler-266,0,Kepler,,,16.6670000,15.7870000
16275,Kepler-266 c,Kepler-266,1,Kepler,,,16.6670000,15.7870000
16276,Kepler-266 c,Kepler-266,0,Kepler,,0.012,16.6670000,15.7870000
16277,Kepler-267 b,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16278,Kepler-267 b,Kepler-267,1,Kepler,,,17.5630000,16.6900000
16279,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16280,Kepler-267 b,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
16281,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16282,Kepler-267 b,Kepler-267,0,Kepler,,,17.5630000,16.6900000
16283,Kepler-267 b,Kepler-267,0,Kepler,,-1.213,17.5630000,16.6900000
